referrer,views_total,views_unique
Google,129,44
yandex.ru,17,4
youtube.com,10,4
DuckDuckGo,9,4
qwant.com,6,3
Bing,5,2
search.brave.com,2,2
yandex.by,2,2
alice.yandex.ru,1,1
chatgpt.com,1,1
