referrer,views_total,views_unique
Google,355,97
pejaver.com,116,75
Bing,36,9
yandex.ru,19,6
cn.bing.com,18,2
github.com,16,6
DuckDuckGo,16,4
github-com.translate.goog,8,2
search.brave.com,6,3
copilot.microsoft.com,3,1
