time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-14 00:00:00+00:00,19,8,26,9
2026-02-15 00:00:00+00:00,17,9,25,11
2026-02-16 00:00:00+00:00,16,9,40,13
2026-02-17 00:00:00+00:00,17,6,59,10
2026-02-18 00:00:00+00:00,11,4,36,12
2026-02-19 00:00:00+00:00,13,6,35,12
2026-02-20 00:00:00+00:00,7,4,42,13
2026-02-21 00:00:00+00:00,14,7,39,13
2026-02-22 00:00:00+00:00,26,11,39,16
2026-02-23 00:00:00+00:00,20,9,29,13
2026-02-24 00:00:00+00:00,15,7,47,14
2026-02-25 00:00:00+00:00,15,9,16,8
2026-02-26 00:00:00+00:00,7,3,33,10
2026-02-27 00:00:00+00:00,17,6,9,7
