referrer,views_total,views_unique
Google,204,67
Bing,34,6
github.com,25,4
DuckDuckGo,18,4
yandex.ru,7,4
yandex.kz,6,3
cn.bing.com,2,2
Yahoo,2,1
ecosia.org,2,1
Baidu,2,1
