referrer,views_total,views_unique
Google,115,43
Bing,41,9
github.com,37,5
yandex.ru,26,5
DuckDuckGo,21,5
youtube.com,4,3
qwant.com,3,1
doubao.com,2,1
claude.ai,1,1
ecosia.org,1,1
