referrer,views_total,views_unique
Google,353,94
pejaver.com,116,75
Bing,36,9
yandex.ru,19,6
cn.bing.com,18,2
github.com,16,6
github-com.translate.goog,8,2
DuckDuckGo,6,4
search.brave.com,6,3
copilot.microsoft.com,3,1
