referrer,views_total,views_unique
Google,395,102
yandex.ru,70,22
Bing,46,18
github.com,40,8
chatgpt.com,23,2
DuckDuckGo,18,8
Baidu,12,2
yandex.by,4,3
cn.bing.com,2,2
fr.search.yahoo.com,2,1
