referrer,views_total,views_unique
Google,139,40
search.brave.com,31,5
youtube.com,20,5
DuckDuckGo,19,5
yandex.ru,15,6
Bing,9,5
github.com,8,4
Yahoo,6,1
yandex.by,2,1
pejaver.com,1,1
