time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-28 00:00:00+00:00,3,3,31,8
2025-07-29 00:00:00+00:00,1,1,31,10
2025-07-30 00:00:00+00:00,2,2,19,6
2025-07-31 00:00:00+00:00,1,1,24,8
2025-08-01 00:00:00+00:00,1,1,33,13
2025-08-02 00:00:00+00:00,3,3,9,4
2025-08-03 00:00:00+00:00,4,4,14,5
2025-08-04 00:00:00+00:00,1,1,26,7
2025-08-05 00:00:00+00:00,4,3,42,8
2025-08-06 00:00:00+00:00,1,1,11,5
2025-08-07 00:00:00+00:00,4,4,36,8
2025-08-08 00:00:00+00:00,1,1,37,5
2025-08-09 00:00:00+00:00,4,4,25,8
2025-08-10 00:00:00+00:00,1,1,41,13
