referrer,views_total,views_unique
Google,142,44
youtube.com,19,4
DuckDuckGo,17,5
yandex.ru,15,6
Bing,12,6
search.brave.com,11,4
github.com,8,4
yandex.by,2,1
pejaver.com,1,1
