referrer,views_total,views_unique
Google,340,40
Bing,66,4
yandex.ru,62,16
DuckDuckGo,50,3
github.com,39,4
yandex.by,13,1
cn.bing.com,4,1
Baidu,2,2
qwant.com,1,1
