time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-10 00:00:00+00:00,4.0,4.0,43,9
2025-09-11 00:00:00+00:00,5.0,5.0,19,7
2025-09-12 00:00:00+00:00,2.0,2.0,31,12
2025-09-13 00:00:00+00:00,3.0,3.0,43,9
2025-09-14 00:00:00+00:00,1.0,1.0,38,11
2025-09-15 00:00:00+00:00,2.0,2.0,29,9
2025-09-16 00:00:00+00:00,4.0,4.0,23,12
2025-09-17 00:00:00+00:00,7.0,5.0,24,10
2025-09-18 00:00:00+00:00,1.0,1.0,18,11
2025-09-19 00:00:00+00:00,6.0,4.0,43,12
2025-09-20 00:00:00+00:00,10.0,6.0,22,8
2025-09-21 00:00:00+00:00,1.0,1.0,54,10
2025-09-22 00:00:00+00:00,5.0,5.0,50,9
2025-09-23 00:00:00+00:00,,,23,5
