referrer,views_total,views_unique
Google,87,36
DuckDuckGo,13,4
yandex.ru,11,4
Bing,9,5
Yahoo,6,3
github.com,5,3
search.brave.com,2,2
youtube.com,2,1
statics.teams.cdn.office.net,1,1
