referrer,views_total,views_unique
Google,141,41
DuckDuckGo,36,7
github.com,35,4
youtube.com,29,6
Bing,26,7
yandex.ru,26,5
ya.ru,6,1
qwant.com,3,1
doubao.com,2,1
ecosia.org,1,1
