time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-01 00:00:00+00:00,9,4,17,7
2026-07-02 00:00:00+00:00,21,7,11,6
2026-07-03 00:00:00+00:00,14,5,18,12
2026-07-04 00:00:00+00:00,10,5,13,7
2026-07-05 00:00:00+00:00,11,7,11,4
2026-07-06 00:00:00+00:00,6,2,43,13
2026-07-07 00:00:00+00:00,37,11,19,8
2026-07-08 00:00:00+00:00,12,5,14,4
2026-07-09 00:00:00+00:00,2,2,6,6
2026-07-10 00:00:00+00:00,4,3,10,4
2026-07-11 00:00:00+00:00,7,2,34,8
2026-07-12 00:00:00+00:00,16,6,12,3
2026-07-13 00:00:00+00:00,20,6,24,6
2026-07-14 00:00:00+00:00,18,8,24,6
