referrer,views_total,views_unique
Google,488,112
yandex.ru,71,23
Bing,62,19
github.com,60,6
chatgpt.com,23,2
DuckDuckGo,22,10
fr.search.yahoo.com,22,1
epartners.co.nz,3,1
ecosia.org,2,1
cn.bing.com,1,1
