referrer,views_total,views_unique
Google,169,45
DuckDuckGo,36,7
yandex.ru,22,6
Bing,12,4
github.com,10,5
epartners.co.nz,4,1
search.brave.com,3,1
cn.bing.com,3,1
yandex.kz,1,1
it.search.yahoo.com,1,1
