referrer,views_total,views_unique
Google,182,40
yandex.ru,51,6
DuckDuckGo,9,4
github.com,9,2
cn.bing.com,6,1
search.brave.com,4,2
Bing,2,1
pejaver.com,1,1
claude.ai,1,1
ya.ru,1,1
