referrer,views_total,views_unique
Google,262,94
yandex.ru,103,13
Bing,59,14
github.com,24,5
DuckDuckGo,17,6
ya.ru,12,3
cn.bing.com,4,2
search.brave.com,2,1
epartners.co.nz,1,1
yandex.by,1,1
