referrer,views_total,views_unique
Google,224,66
pejaver.com,55,37
Bing,29,6
yandex.ru,16,6
DuckDuckGo,15,3
github.com,14,5
cn.bing.com,12,1
github-com.translate.goog,8,2
search.brave.com,3,1
yandex.by,2,1
