referrer,views_total,views_unique
Google,292,97
yandex.ru,96,11
Bing,46,11
github.com,27,7
DuckDuckGo,26,6
ya.ru,12,3
cn.bing.com,4,2
Yahoo,3,1
search.brave.com,2,1
gist.github.com,1,1
