referrer,views_total,views_unique
Google,247,75
github.com,68,9
Bing,18,5
DuckDuckGo,17,7
qwant.com,13,2
youtube.com,13,2
yandex.ru,5,4
Yahoo,1,1
github-com.translate.goog,1,1
pejaver.com,1,1
