referrer,views_total,views_unique
Google,199,49
Bing,12,2
ya.ru,9,1
yandex.ru,8,2
cn.bing.com,8,1
DuckDuckGo,5,2
epartners.co.nz,4,1
pejaver.com,2,1
github.com,2,1
ecosia.org,2,1
