referrer,views_total,views_unique
Google,273,62
Bing,81,14
yandex.ru,62,5
ya.ru,20,1
DuckDuckGo,15,7
epartners.co.nz,9,2
github.com,5,3
es.search.yahoo.com,5,1
cn.bing.com,3,1
search.brave.com,2,1
