referrer,views_total,views_unique
Google,319,72
Baidu,19,3
Bing,13,5
cn.bing.com,11,3
DuckDuckGo,10,7
ya.ru,9,1
pejaver.com,8,3
yandex.ru,6,4
github.com,6,2
yandex.com.tr,1,1
