referrer,views_total,views_unique
Google,453,101
yandex.ru,108,17
DuckDuckGo,19,6
cn.bing.com,17,4
Bing,16,3
github.com,12,6
epartners.co.nz,3,3
Yahoo,3,1
ya.ru,2,2
search.brave.com,1,1
