referrer,views_total,views_unique
Google,361,88
pejaver.com,121,77
Bing,36,8
yandex.ru,20,6
Baidu,15,3
DuckDuckGo,12,9
ya.ru,9,1
cn.bing.com,7,2
github.com,5,3
search.brave.com,3,2
