time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-10 00:00:00+00:00,4,4,44,14
2025-08-11 00:00:00+00:00,4,4,14,4
2025-08-12 00:00:00+00:00,4,4,29,7
2025-08-13 00:00:00+00:00,3,3,21,7
2025-08-14 00:00:00+00:00,5,5,40,14
2025-08-15 00:00:00+00:00,1,1,26,6
2025-08-16 00:00:00+00:00,1,1,15,8
2025-08-17 00:00:00+00:00,2,2,63,10
2025-08-18 00:00:00+00:00,4,4,7,3
2025-08-19 00:00:00+00:00,6,5,7,4
2025-08-20 00:00:00+00:00,6,5,1,1
2025-08-21 00:00:00+00:00,1,1,9,6
2025-08-22 00:00:00+00:00,1,1,16,7
2025-08-23 00:00:00+00:00,1,1,6,4
