time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-07 00:00:00+00:00,5,2,32,12
2025-04-08 00:00:00+00:00,1,1,42,14
2025-04-09 00:00:00+00:00,6,3,117,20
2025-04-10 00:00:00+00:00,5,2,61,21
2025-04-11 00:00:00+00:00,5,2,86,22
2025-04-12 00:00:00+00:00,4,2,31,13
2025-04-13 00:00:00+00:00,1,1,21,10
2025-04-14 00:00:00+00:00,2,2,54,14
2025-04-15 00:00:00+00:00,6,2,31,12
2025-04-16 00:00:00+00:00,5,3,20,9
2025-04-17 00:00:00+00:00,6,2,48,22
2025-04-18 00:00:00+00:00,4,2,41,15
2025-04-19 00:00:00+00:00,4,2,68,16
2025-04-20 00:00:00+00:00,1,1,20,10
