referrer,views_total,views_unique
Google,143,44
Bing,15,6
yandex.ru,13,6
youtube.com,12,3
DuckDuckGo,11,4
github.com,8,4
yandex.by,2,1
qwant.com,1,1
search.brave.com,1,1
